corp_code,bsns_year,reprt_code,sj_div,sj_nm,account_id,account_nm,thstrm_amount,thstrm_add_amount,frmtrm_amount,bfefrmtrm_amount,currency,corp_name,stock_code
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,-18139434036.0,,-19004134338.0,-117631782499.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,720480827092.0,,720480827092.0,712701764092.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,71118560015.0,,75352826661.0,10807414056.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,34525294500.0,,34525294500.0,34508160000.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,4010086561524.0,,3937774554979.0,3847747137435.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,-19458512997.0,,11879036721.0,-20278648131.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_CumulativeGainLossOnDisposalOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산 처분에 따른 대체,,,-20897896.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_CumulativeGainLossOnDisposalOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산 처분에 따른 대체,,,20897896.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_DividendsPaid,연차배당,46969566825.0,,67624548925.0,54853570065.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_DividendsPaid,연차배당,91954436.0,,546646607.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_DividendsPaid,연차배당,47061521261.0,,68171195532.0,54853570065.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_DividendsPaid,연차배당,46969566825.0,,67624548925.0,54853570065.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,73397775430.0,,71118560015.0,75352826661.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,34525294500.0,,34525294500.0,34525294500.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,4101401371537.0,,4010086561524.0,3937774554979.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,-18492151960.0,,-19458512997.0,11879036721.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,-13324991010.0,,-18139434036.0,-19004134338.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,4897988125589.0,,4798613296098.0,4761008405615.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,-25282914532.0,,-19338192039.0,-16708527993.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,4872705211057.0,,4779275104059.0,4744299877622.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_Equity,자본총계,720480827092.0,,720480827092.0,720480827092.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,종속기업의 지분율 변동,,,4299205108.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,종속기업의 지분율 변동,,,-4299205108.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughChangesInOwnershipInterestsInSubsidiariesThatDoNotResultInLossOfControl,종속기업의 지분율 변동,,,-4299205108.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughSharebasedPaymentTransactions,주식기준보상,-105172901.0,,-9317366236.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughSharebasedPaymentTransactions,주식기준보상,-105172901.0,,-9317366236.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughSharebasedPaymentTransactions,주식기준보상,-105172901.0,,-9317366236.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughTransfersAndOtherChangesEquity,기타,2902814938.0,,,16053528437.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughTransfersAndOtherChangesEquity,기타,2902814938.0,,,,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughTransfersAndOtherChangesEquity,기타,,,,16053528437.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IncreaseDecreaseThroughTransfersAndOtherChangesEquity,기타,2902814938.0,,,16053528437.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IssueOfEquity,지분의 발행,,,,17134500.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IssueOfEquity,지분의 발행,,,,7796197500.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IssueOfEquity,지분의 발행,,,,7796197500.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_IssueOfEquity,지분의 발행,,,,7779063000.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,해외사업환산손익,449127731.0,,-31891807328.0,31358419049.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,해외사업환산손익,370103282.0,,-1141178292.0,-434440805.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,해외사업환산손익,79024449.0,,-30750629036.0,31792859854.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,해외사업환산손익,79024449.0,,-30750629036.0,31792859854.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치측정금융자산평가손익,-458211.0,,-31630608.0,109285659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치측정금융자산평가손익,-458211.0,,-31630608.0,109285659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치측정금융자산평가손익,-458211.0,,-31630608.0,109285659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채 재측정요소,-41817468524.0,,5482640916.0,-47369483250.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채 재측정요소,-41817468524.0,,5482640916.0,-47369483250.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채 재측정요소,-41817468524.0,,5482640916.0,-47369483250.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,173878928996.0,,129264244958.0,180857693977.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,180101845362.0,,134474812450.0,193680578727.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,180101845362.0,,134474812450.0,193680578727.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,-6222916366.0,,-5210567492.0,-12822884750.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_PurchaseOfTreasuryShares,자기주식의 취득,318965030.0,,,-18685151180.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_PurchaseOfTreasuryShares,자기주식의 취득,318965030.0,,2484434450.0,18685151180.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_PurchaseOfTreasuryShares,자기주식의 취득,318965030.0,,,-18685151180.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업기타포괄손익지분,45027.0,,-30476763.0,5098320.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업기타포괄손익지분,887794799.0,,-576187970.0,255539339.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업기타포괄손익지분,887794799.0,,-576187970.0,255539339.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,SCE,Statement of changes in equity,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업기타포괄손익지분,887839826.0,,-606664733.0,260637659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_Assets,자산총계,5886510888702.0,,5801783178159.0,6116713932912.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentAssets,유동자산,1952196456821.0,,1735019347862.0,2018526858100.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CashAndCashEquivalents,현금및현금성자산,506379386493.0,,449597948392.0,537693630647.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,58630000000.0,,30000000000.0,,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융자산,549634663158.0,,362939892414.0,490839332272.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentTaxAssets,당기법인세자산,1395767125.0,,1589648122.0,3330887323.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentTradeReceivables,매출채권,292900370185.0,,285104514893.0,295769466239.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_Inventories,재고자산,394311802314.0,,408934396533.0,493223642997.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정비유동자산,0.0,,19949060448.0,4066226107.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherCurrentAssets,기타유동자산,40810673046.0,,39587746609.0,50130929669.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherCurrentReceivables,기타수취채권,46359581121.0,,62646902451.0,41647242846.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,금융기관예치금,61774213379.0,,74669238000.0,101825500000.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentAssets,비유동자산,3934314431881.0,,4066763830297.0,4098187074812.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_DeferredTaxAssets,이연법인세자산,13846205025.0,,57853971328.0,84608399877.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_IntangibleAssetsAndGoodwill,무형자산,340680136431.0,,357750954252.0,201680029794.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_InvestmentProperty,투자부동산,496219430433.0,,503268138559.0,534228580408.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_InvestmentsInAssociatesAccountedForUsingEquityMethod,관계기업투자주식,287060733528.0,,247279224799.0,238445368790.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_LongtermDeposits,금융기관예치금,23988856981.0,,21989149194.0,19512730100.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentFinancialAssetsAtAmortisedCost,상각후원가측정금융자산,976580000.0,,430315000.0,811274982.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융자산,33031318251.0,,8017318251.0,104256383649.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산,6216765880.0,,6216765880.0,4672325200.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentRecognisedAssetsDefinedBenefitPlan,순확정급여자산,112607043654.0,,181406890326.0,94729521034.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherNoncurrentAssets,기타비유동자산,9643263718.0,,12044243171.0,12252020689.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherNoncurrentReceivables,기타수취채권,67356278864.0,,66737893651.0,115162575008.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_PropertyPlantAndEquipment,유형자산,2441603701077.0,,2475276690492.0,2541362150975.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_RightofuseAssets,사용권자산,101084118039.0,,128492275394.0,146465714306.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_Equity,자본총계,4872705211057.0,,4779275104059.0,4744299877622.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,4897988125589.0,,4798613296098.0,4761008405615.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,dart_CapitalSurplus,자본잉여금,73397775430.0,,71118560015.0,75352826661.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-13324991010.0,,-18139434036.0,-19004134338.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_AccumulatedOtherComprehensiveIncome,기타포괄손익누계액,-18492151960.0,,-19458512997.0,11879036721.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_IssuedCapital,자본금,34525294500.0,,34525294500.0,34525294500.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_RetainedEarnings,이익잉여금,4101401371537.0,,4010086561524.0,3937774554979.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_SharePremium,주식발행초과금,720480827092.0,,720480827092.0,720480827092.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncontrollingInterests,비지배주주지분,-25282914532.0,,-19338192039.0,-16708527993.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_EquityAndLiabilities,부채와자본총계,5886510888702.0,,5801783178159.0,6116713932912.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentLiabilities,유동부채,813257101661.0,,831116935949.0,1157485393842.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentContractLiabilities,계약부채,33409778405.0,,36625353980.0,37465486262.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentLeaseLiabilities,리스유동부채,55346660805.0,,69006139263.0,94760913961.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentProvisions,기타충당부채,47465342867.0,,30597338613.0,8906185258.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_CurrentTaxLiabilities,당기법인세부채,22688183409.0,,41108987667.0,89962740389.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherCurrentLiabilities,기타유동부채,198295675757.0,,194751573434.0,278857266265.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherCurrentPayables,기타지급채무,125500534330.0,,154937768894.0,324998426639.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_ShorttermBorrowings,단기차입금,244108853364.0,,223413563558.0,199124082671.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_TradeAndOtherCurrentPayablesToTradeSuppliers,매입채무,86442072724.0,,80676210540.0,123410292397.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_Liabilities,부채총계,1013805677645.0,,1022508074100.0,1372414055290.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentLiabilities,비유동부채,200548575984.0,,191391138151.0,214928661448.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_DeferredTaxLiabilities,이연법인세부채,106367521222.0,,91265971878.0,79488075447.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentLeaseLiabilities,리스비유동부채,50947819097.0,,64785225166.0,96221153680.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentProvisions,기타충당부채,10349002658.0,,9469113472.0,11556811260.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,4493819499.0,,4377774564.0,4059129237.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,BS,Statement of financial position,ifrs-full_OtherNoncurrentLiabilities,기타비유동부채,28390413508.0,,21493053071.0,23603491824.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,dart_NonOperatingProfitLoss,기타영업외손익,-11604794732.0,,13044673857.0,-45496828367.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,dart_OperatingIncomeLoss,영업이익,108171257062.0,,214233255761.0,343357809050.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncome,당기총포괄손익,133397969818.0,,102216783205.0,165216553094.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배주주지분,-5852768057.0,,-6382222547.0,-13252227235.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업의 소유주지분,139250737875.0,,108599005752.0,178468780329.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_CostOfSales,매출원가,1155064685469.0,,1337512406849.0,1362639202428.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,-Standard account code not used-,우선주기본주당이익,2614.0,,1954.0,2821.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,-Standard account code not used-,우선주희석주당이익,2614.0,,1954.0,2821.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_BasicEarningsLossPerShare,보통주기본주당이익,2609.0,,1949.0,2820.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_DilutedEarningsLossPerShare,보통주희석주당이익,2609.0,,1948.0,2818.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_FinanceCosts,금융비용,19166374797.0,,34413883142.0,11410260207.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_FinanceIncome,금융수익,161577461724.0,,22771702594.0,10499109599.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_GrossProfit,매출총이익,2518898907688.0,,2797420105262.0,3500489294271.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,106754652265.0,,95229524211.0,117019762555.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncome,당기법인세비용차감후기타포괄손익,-40480959178.0,,-27047461753.0,-15641140883.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncomeNetOfTaxExchangeDifferencesOnTranslation,해외사업환산손익,449127731.0,,-31891807328.0,31358419049.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업기타포괄손익지분,887839826.0,,-606664733.0,260637659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치측정금융자산평가손익,-458211.0,,-31630608.0,109285659.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채 재측정요소,-41817468524.0,,5482640916.0,-47369483250.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLoss,당기순이익,173878928996.0,,129264244958.0,180857693977.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배주주지분,-6222916366.0,,-5210567492.0,-12822884750.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업소유주지분,180101845362.0,,134474812450.0,193680578727.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossBeforeTax,법인세차감전순이익,280633581261.0,,224493769169.0,297877456532.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_Revenue,매출액,3673963593157.0,,4134932512111.0,4863128496699.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_SellingGeneralAndAdministrativeExpense,판매비와 관리비,2410727650626.0,,2583186849501.0,3157131485221.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CIS,Statement of comprehensive income,ifrs-full_ShareOfProfitLossOfAssociatesAccountedForUsingEquityMethod,관계기업손익,41656032004.0,,8858020099.0,927626457.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,449597948392.0,,537693630647.0,793728286323.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말의 현금및현금성자산,506379386493.0,,449597948392.0,537693630647.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,-98619351026.0,,-154550827468.0,-225980969342.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_DecreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 반환,4840197081.0,,2910596555.0,1388649976.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_IncreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 수취,2450248000.0,,2012976000.0,5297434200.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,40823433333.0,,45369950991.0,17070110907.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,dart_RepaymentsOfShortTermBorrowings,단기차입금의 감소,20299153462.0,,22790212000.0,33166492045.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금의 지급,47045103906.0,,68147576757.0,54834267960.0,KRW,아모레퍼시픽,090430
00583424,2023,11011,CF,Cash flow statement,ifrs-full_PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,리스부채의 상환？,69389612880.0,,105600934697.0,140273953288.0,KRW,아모레퍼시픽,090430
